Product Name,Brand,Category,Sub Category,Rating,rev
Protection Day Cream,Elsheskin,Sun Care,sunscreen,4.1,"Sebenarnya aku suka banget sama finish nya kaya ga bikin wajah terlalu hinyai gitu (Karena some sunscreen selalu bikin muka aku kaya super hinyai apalagi orangnya males bedakan) . Mungkin buat kalian yang aktivitasnya cuma dalem ruangan ini bagus, tapi buat orang yang kadang harus survey dilapangan panas panasan ini kurang mengcover rasanya kulit tetep perih pas kena sinar matahari. Biasanya aku pake ini kalo seharian cuma dikantor aja anaknya ga suka mubadzir."
Protect & Hydrate Ultramist SPF50+,Banana Boat,Sun Care,sun-spray,4.7,"Buat daily use, ini enak banget! Praktis soalnya tinggal semprot-semprot aja ke area yang terpapar matahari. Bisa untuk wajah juga, tapi jangan langsung disemprot ke wajah ya. Ke tangan dulu baru diratain ke wajah ? formulanya agak greasy, tapi bikin lembap soalnya ada kandungan aloe vera + vitamin C&E."
Photoderm Kid,Bioderma,Sun Care,sunscreen,4.3,"Yang ini juga bagus sih, apalagi teksturnya tuh yaa.
 Spf terbaik kayaknya ini, beneran deh pake ini kulit aku yang semulanya belang skrg perlahan merata cerahnya. Ahh gila sih, baru nemu sp sun screen sebagus ini."
Photoderm AKN Mat SPF-30,Bioderma,Sun Care,sunscreen,4.4,sunscreen ini memang warnanya putih banget dan menurutku kurang nyaman aja pakai sunscreen ini. efeknya juga setelah dipakai lama-lama malah bikin kulit berminyak banget.
Perfect Shield Sunscreen Normal to Dry Skin,Erha,Sun Care,sunscreen,4.6,"suka sih sama sunscreen nya tapi agak lengket di muka mungkin Karena jenis sunscreen yang diperuntukan untuk kulit normal to dry, buat yang kulitnya kering cocok nih pake sunscreen ini"
Perfect Shield Normal to Dry Skin SPF 30/PA++,Erha,Sun Care,sunscreen,4.4,"ini udh repurchase untuk yang kedua kali, dan emang enak banget! karena aku dry skin jadi hasilnya tuh sedikit lembab gitu, tp gak yg berminyak juga, bener2 suka lah sama produk ini, dan ini salah satu sun protector terbaik sih menurut ku. tapi packagingnya gampang penyok"
Peanuts UV Moisture Lip Cream,DHC,Sun Care,sunscreen,4.6,"Really love this product! Disamping packagingnya yang super cute, lipcream ini sangat melembabkan dan lembabnya long-lasting! Ga kerasa lengket, lembab aja gitu, love it!"
Papaya S-Sun Cream,Benton,Sun Care,sunscreen,4.1,"Meskipun biasanya kalau sunscreen ada kandungan physical sunscreen itu pekat, tapi yang ini pekatnya masih mudah untuk diblend. Whitecast nya minimal, dan finish akhirnya seperti kulit jadi dewy gitu. Awet juga sampai sore masih terlihat dewy.
Ada wangi manis seperti permen pas awal-awal pake. Tapi gak lama wanginya gak terasa kok.
Udah repurchase lagi untuk stock nih, bagus soalnya."
Multipurpose Tinted Sunscreen SPF50/PA++++ 5gr,BLP Beauty,Sun Care,sunscreen,4.4,"Sebelumnya, review ini aku copast dari review aku tentang multipurpose tinted sunscreen yang bersi 30gr nya ya. Karena review nya sama aja, bedanya si yg 5gr ini mini banget, isinya juga dikit dan so pasti cepat habis. 

Pertama nyobain si multipurpose tinted sunscreen ini aku beneran speechless sama kombinasi skincare dan make-up dalam satu produk ini. Jujur banget kulit aku super oily parah dan aku dapat produk terbaru ini dari BLP dan Avoskin. Awal nya aku pesimis gitu sama sunscreen nya karena kulit oily ku butuh segala hal yang berbau matte. Tapi setelah aku coba hal pertama yang aku rasain itu sunscreen nya lumayan ada coverage nya, jadi berasa pake foundation gitu. Habis itu tekstur nya yang cair dan mudah banget di blend, dan terakhir setelah pemakaian nya di kulit aku sama sekali gak bikin wajah kayak kilang minyak, walau tetap berminyak lama kelamaan tapi si sunscreen ini cukup aman ya. Lebih bagus lagi di layer sama bedak yg finishing nya matte biar lebih aman. Fyi, aku pake ke kondangan sunscreen ini + compact powder BLP + Setting Spray dan dari sore sampe malem make-up aku ttp stay loh. Cinta banget jadinya."
Mild Sunscreen,Like Im Five,Sun Care,sun-care,4.6,"Suka karena physical sunscreen ini mengandung Zinc Oxide dan Titaniun Dioxide. Cuma aku terlewat baca ternyata dia mengandung Linalool dan Limonene juga. Kalau lihat video2 Dr Dray (dermatologist) dan Hyram (skin care specialist) pasti familiar ya mereka tidak menyarankan produk2 yang mengandung 2 bahan ini. Cuma yaudah karena aku udah beli haha jadi tetap aku pakai. Linalool & limonenenya jauh di bawah list ingredients. Aku ga akan repurchase. Tapi pengalaman aku pakai, it's nice. Wanginya soft banget bahkan hampir ga ada wangi. Pas untuk yg sensitif wangi2an. Ga lengket dan nyaman aja seharian dipakai."
L'Oreal Paris UV Perfect Anti Dullness SPF50/PA++++,Loreal Paris,Sun Care,sunscreen,4.3,"lumayan cocok pakek produk ini,terus warna putihnya pun ngak mencolok banget,beli produk ini karena itu sih, karena klo kulit aku ketemu warna putih itu jadinya kayak abu2 gitu"
Krim Pencerah - Natural White Light UV Protection,Olay,Sun Care,sunscreen,4.6,"cream ini teksturnya light, mudah diblend dan wanginya soft. aku sempet repurchase ini karena cocok, harganya juga murah, mudah dicari di minimarket ada."
Jeju Fresh Aloe Sun Stick,the saem,Sun Care,sunscreen,4.3,"Plusnya dari produk ini itu packaging nya kecil jadi mudah di bawa kemana"". Cara pengapplyan nya juga easy dan simple bgt, tinggal di puter bagian bawahnya and then kita bisa langsung oles aja langsung ke wajah tanpa bantuan tangan/jari. Wanginya ngga annoying dan ngga white cast.
minusnya, finishing nya itu lengket, sedikit overprice, dan karena aku anaknya ngga mau rugi, pas udah mau abis, aku harus koretin ke dalem packagingnya LOL."
Jeju Fresh Aloe Sun Gel,the saem,Sun Care,sunscreen,4.5,"Sunscreen ini kayanya belum banyak yg ngomongin, tp menurutku sunscreen ini bagus banget. Buat muka aku yg oily dia sama sekali ga greasy, oil controlnya bagus, yg ajaib lagi finishnya ga lengket malahan bikin kulit jd halus tapi muka tetep keliatan glowing. Teksturnya lebih kaya cream daripada gel sih kalo menurut aku, tapi pas dipake tetep kerasa ringan dan adem. Pas diaplikasiin emang terlihat ada sedikit withecast tp setelah diratain langsung nyerep dan nyatu sama warna kulit. Suka banget!"
Jeju Fresh Aloe Soothing Gel 99% Tube 300 ml,the saem,Sun Care,after-sun-care,4.6,Biasa pake yang banana boat tpi pengen banget nyoba merk lain secara banana agak lumayan pircey untuk aku sih aloe vera sama aja mau brand apa yang bikin beda cuma persenan aja sejauh ini enak enak aja sih muka tapi untuk adem lebih adem banana boat mungkin karena ini non alkohol jdi dingin nya agak kurang tpi cepet meresap sih
Jeju Fresh Aloe Soothing Gel 99% Jumbo 500 ml,the saem,Sun Care,after-sun-care,4.6,"Cocok banget buat kulit yang gak cocok pake moisturizer yang terlalu thick, cukup melembapkan, and soothing redness. masukin ke kulkas biar ada cooling sensationnya!"
Jeju Fresh Aloe Soothing Gel 99% Jar 300 ml,the saem,Sun Care,after-sun-care,4.4,"mantul parah ini mahh,,
kagak ada alkohol dan fragrancenya jadi aman buat kulit sensitive
Nyerapnya juga cepet sama kagak lengket lagi
tapi makenya kudu dicolek-colek
favorite dahh,,"
Intensive Triple Care Sunscreen SPF50+ PA++++,Innisfree,Sun Care,sunscreen,4.5,Bagus banget and cocok buat kalian yang kulit nya acne prone soalnya aku kalo ga pake innisfree sunscreen ini pasti bakal breakout!! Gatau kenapa like this suits me the best so far
Intensive Leisure Sunscreen Stick SPF50+ PA++++,Innisfree,Sun Care,sunscreen,4.7,"Bagusss bangettt dahhhh hahahahahaha
Baru pertama kali sih pake innisfree yg ini, gakkk ribey jugaa penggunaannya.
And gak bikin lengket dikulit saya ini"
Implora Perfect Shield Sunscreen SPF-40 PA ++++,Implora,Sun Care,sunscreen,4.8,"Sunscreen underrated yg nga banyak d omongin padahal super enak, murah, nga perih meskipun apply area mata, and no white cast. Kebetulan kulitku tipe yg picky klo ketemu ss. Awalnya nyoba dgn rasa skeptis aja toh ntar juga d kasi ke adek.eee malah kepincut sendiri, kaget bngt ternyata seenak itu"
Hydroboost Watergel Sunscreen SPF 50 - 88ml,Neutrogena,Sun Care,sunscreen,4.5,"Sunscreen ini gak bikin whitecast, tapi pas dipakai agak oily dan kalau kita usap perlahan wajah kita ada kaya daki yang keangkat. Overall, cukup menyerap dan setelah menyerap sempurna, kulit terasa lembab namun tidak berminyak. Dan biasanya saya kalau pakai sunscreen itu muncul komedo dan jerawat, ketika saya pakai sunscreen ini komedo yang muncul berkurang dan jerawat tidak muncul lagi (kecuali saat datang bulan)."
Honey Sun Protection SPF 50+ PA+++,I trust nature,Sun Care,sunscreen,4.6,Alhamdulilah belom dicoba tapi semoga cocok sama aku biar muka aku kalo kena matahari ga gosong hehehe btw makasih sociolla yang udab bagi bagi ini love you
Hello Sunny Water Essence Sun Spray SPF50+ PA++++,banila co.,Sun Care,sunscreen,5,Produk Hello Sunny Water Essence Sun Spray SPF50+ PA++++ ala-ala suncreen spray gitu kah? bisa melindungi wajah dari terik matahari sinar uv jadi ga gosong atau belang bahkan terlindungi dari sunburn. Lebih praktis kalau mau keluar tapi males oles suncreen. Pengen coba dearr..
Hello Sunny Essence Sun Stick Glow SPF50+ PA++++,banila co.,Sun Care,sunscreen,4.8,"Gilaaaa super bagus banget! Awalnya agak ragu karna mahal, tapi pas nyoba, sukaaa bgt!! Bikin muka jadi bener2 cerah dan glowing nya bagus bgt huhuhu keren bgt ini bagus"
Hello Sunny Essence Sun Stick Aqua SPF50+ PA++++,banila co.,Sun Care,sunscreen,4.8,"sangat praktis dan anti lengket, dia gak bikin kulitku jadi berminyak dan ngerasa terlalu terlindungi gitulooh. Tapi harus beberapa kali reapply karena takutnya hilang hehehe"
GSC The Perfect Protector for Asia/Japan,Shiseido,Sun Care,sunscreen,4.3,"Sunscreen ternyaman banget, cepet banget menyerapnya, trus kalau dipake juga ringan, tahan air juga, ga melting kalau kena panas, dan tentunya melindungi banget dr panas matahari..the best lah sunscreen nya shiseido"
Expert Solutions Bio Skin Mosturizer SPF 34 PA++,Safi,Sun Care,sunscreen,4.3,"Bio Skin Moisturizer dengan SPF 34 PA++ dirancang untuk melembabkan kulit & menyamarkan penampakan garis penuaan melindungi dari paparan sinar UV, radikal bebas & polutan lain untuk merawat kulit yang tampak muda, dan cerah bercahaya"
Everyday is Sun-Day SPF 30 PA++  / Sunscreen,Joylab,Sun Care,sunscreen,4.4,"Bagus bangettt, gampang diblend dan cocok buat kulit sensitif.  Awalnya aku ngeDM miminnya Joylab nih, terus ternyata dibales ????. Dan karena aku memang 90% aktivitasnya di dalam ruangan dan kulit aku lagi jerawatan, jadi miminnya rekomendasiin sunscreen ini, ga nyesel sih belinya. Selain itu, packaging sama bungkusnya lucuk bangget ?? Kurangnya sih cuma di harga aja,  coba kalo 100rb sih ? Mungkin karena brandnya baru dan ingredients yang bener² bagus."
ERHA X AQUA Re-Fresh Hydrating Sunscreen SPF 30/PA++,Erha,Sun Care,sunscreen,4.5,"Awalnya tertarik karena claimnya melembapkan, kebetulan pas ke watson lagi diskon jadi langsung beli. Awal pake kaget, kok bikin tone up, ternyata emang ini tone up- sunscreen. Personally wise, aku kurang suka tone up sunscreen karena biasanya kalau pakai sunscreen aku selalu ngikutin two finger rule, yaitu pakai suncreen sebanyak dua ruas jari. Nah kalau ngikutin rule tadi, sunscreen ini jatuhnya whitecast banget di aku :( Plus, kalau pakai produk ini agak was-was karena spf nya gak terlalu tinggi (aku biasanya pakai spf 50/pa+++, sedangkan ini cuman spf 30/pa++). Tapii, sesuai klaimnya sih hydrating banget, layers nicely under makeup, ngga piling, finishnya satin tapi ttp matte buat aku yg kulit kombi (gausah di set pk powder cukup). blm tau apa akan repurchase or not karena mau nyari sunscreen yg spfnya lebih tinggi"
Erha True White Activator Neck Cream SPF25/PA++,Erha,Sun Care,sunscreen,4.3,"Sebenernya beli ini ud lumayan lama, tapi baru cobain sekarang, karena sebelumnya aku masih pakein moisturizer yang ga cocok di muka buat ke leher aku. Ini produk enak banget di pakenya, ud gt praktis packagingnya tinggal di pump aja, dan yang pasti gampang meresap dan ga ninggalin white cast ataupun lengket. Semoga kalo rajin pake bakal dapetin hasil sesuai dengan klaim dr productnya."
ERHA Perfect Shield Sunscreen Oily Skin SPF 30/PA++,Erha,Sun Care,sunscreen,4.4,Bagus produk nya sangat nyaman di pakai. Lembut. Tidak lengket dikulit jadi nampak lebih cerah  .wangi nya juga enak baru beberapa kali pakai aja udah keliatan hasil nya berubah banget
Eco Earth Power Pink Sun Stick,the saem,Sun Care,sunscreen,3.8,"Kemasan nya lucu, agak mungil, enak buat dibawa2 dgn bentuk stik yang unik juga.Dia ada wangi lembut.Ga beda dengan model tube nya, ini hasil nya dikulit bikin tone up ya. Agak pe er buat ngeblend nya, asal sabar aj ngeblend nya. Ini bagusss bgt finish nya, matte tp ga bikin kering dan ga bikin abu2 juga dikulit, pas udah nyerap sempurna dia nyatu ama warna kulit. Buat yang suka finish matte dikulit nya.. Ini rekomen yaa.. Asal sabaar nge blend nya"
Eco Earth Power Pink Sun Cream,the saem,Sun Care,sunscreen,4,"Sunscreen ini whitecast, greasy pas dipake, pernah make ini trs pake bedak padat, ga nyatu dong, mau diapus jg susah udh terlanjur di kantor, untung pake masker jd ga keliatan"
Eco Earth Power Light Sun Cream,the saem,Sun Care,sunscreen,4.3,"Sunscreen yg kurang cocok di aku ? Dr segi tekstur sih suka bgt, wanginya jg ringan gak nyengat dan lumayan seger. Cm finishnya di aku oilyyyyyy banget banget, dan jatuhnya muka jd kusam ? Plusss dipake wudhu, kena mata periiih bgt. Hiks...
Padahal klo dari segi pekejing sih kereeen bgt, aku sukaa, plus warna kuning kemasan nya meriah dan ceria gtu kesan nya."
Eco Earth Power Green Sun Cream,the saem,Sun Care,sunscreen,4.5,"Mohon maaf, tapi sunscreen ini rawan bikin kulit dehidrasi. Kemasannya sih enak, ya, handy dan cukup travel-friendly. Tutupnya screw dan ujung aplikatornya meruncing. Teksturnya krim yang nggak terlalu tebal, tapi bukan yang super ringan juga. Yang paling nggak disuka adalah baunya!! Apek banget? whitecast tentu ada karena ini pure physical sunscreen, ya. Ini rawan pilling juga kalo di bawah masker. Finishnya kering banget sih!!! Bahkan di kulitku yang oily jadinya kering dan malah bikin kulitku dehidrasi? kalau kulitku lagi sensitized juga gabisa pake ini karena jadinya perih."
Day Rejuvenation,Elsheskin,Sun Care,sunscreen,4.4,Nyobain. Enak banget sumpah. Dingin. Ringan. Benerbener sunskrin teringan sih dan tapi kecil banget ya Allah benerbener kecil :’) jadi kurang worth it menurut aku. Kalau aja lebih besar atau hargamya gak segini gitu hehe pasti repurchase
Daily UV Counter SPF 50 PA ++++,Lacoco,Sun Care,sunscreen,4.4,"Yess ini termasuk salah satu sunscreen yg mantepp.. dan kecil mungil imut” enak bwat di bawa kmn aja.
Baru tumben ketemu 2 sunscreen yg ga ada whitecast..
Salah satunya lacoco ini.."
Daily Protection Gel,Elsheskin,Sun Care,sunscreen,4.3,"beli ini karena emang lagi cari sunscreen yang cocok untuk kulit ku yg agak rewel. karena dia gel makanya aku beranikan diri untuk beli.
dari packaging dia bentuknya pump dengan warna transparant dan bentuknya yg travel size, jadi mudah untuk dibawa kemana-mana.
teksturnya gel bening yang tentu saja gak ninggalin white cast di muka.
pas di aplikasikan ke muka di gak lengket dan cepat menyerap.
daily protection ini moisturizer juga lhoo jadi aku pake ini untuk gantiin moisturizer ku di pagi hari.
sayangnya ini ngebuat muka ku agak berminyak tapi untungnya gak bikin breakout sih.
selamat mencoba teman-teman."
Daily Protection For Oily Skin,Elsheskin,Sun Care,sunscreen,4.2,"Mau coba sunscreen yang for oily skin seblumnya sih pakai yang acne tapi mau coba ini, overall bagus sih buat skin type yang berminyak banget ini cocok aja"
Crystal Secret Brightening Day Cream 30g,Wardah,Sun Care,sunscreen,4.4,Aku pake rangkaian wardah white secret ini sepaket so aku bingung mana yg bener2 membuat kulitku cerahan. Sepertinya mereka saling berkesinambungan (?) hehe. Enaknya day cream ini adem dipake dan membuatku merasa kulitku glowing hehe.
Cellus Sun Gel,Lagom,Sun Care,sunscreen,4.4,"Termasuk organic/chemical sunscreen
-
? packagingnya aku suka. Clean design. Simpel tapi cantik
? teksturnya gel. Medium, gak terlalu kental gak terlalu cair. Pas diaplikasikan langsung lumer kaya air
? spreadability-nya gak begitu luas, jadi memperkecil kemungkinan underapply
? keringnya gak terlalu lama tapi gak sebentar juga
? ada sedikit whitecast tapi gak lama juga hilang
? gak bikin breakout
? finishnya semi matte cenderung glowy
? gak cepat kusam
? gak bikin kulit makin berminyak (you know what i mean, kadang ada beberapa suncreen yg awalnya matte tapi beberapa jam dipake malah bikin kulit jadi kilang minyak)
? gampang dibersihkan hanya dengan air saja
? gak pilling/balls up
? lumayan moisturizing. Bisa dipake dgn skip moisturizer. Tp kalo mau pake moisturizer lagi sebelumnya pun, masih enak. Gak sumuk
? habis pake rasanya kulit jd halus. Yep, rasa2 halus silicon. Kayanya bisa jadi sekalian primer make up juga
? harganya 249.000 utk 50ml. Masih affordable utk sunscreen seenak ini
? perih dimata
? mengandung alcohol denat di list ingredients no 4 awal (gak semua orang mempermasalah ini sih ya tapi buat info ke kalian yg mungkin menghindari alkohol di list ingredients awal)
? wanginya lumayan kenceng & nempel banget. Honestly wanginya enak aku pribadi agak kurang suka sama skincare yg wanginya nempel banget
-
Ini salah satu sunscreen yg enak menurutku. Aku gak banyak ngeluh pas make dia. Ketauan dari sunscreennya udah mau habis & aku baru sadar (ini biasanya tanda kalo sunscreen itu enak. Karena kalo gak enak biasanya aku akan cari sunscreen favoritku utk dipakai gantian)."
Brighter Sun Day SPF 50 PA++,Joylab,Sun Care,sunscreen,4.2,"Hey yo!
Sunscreen dari joylab ini enak banget sihh.. Finish sunscreennya tuh gak dewy lebay, I would say yahhh demi matte gitu. Dia ngasih efek tone up buat kulit karena mengandung Titanium Dioxide yahh which is physical sunscreen, kalau diliat dadi ingredients sih, dia juga mengandung Ethylhexyl Methoxycinnamate yap dia juga chemical ss makanya dia absorb well di kulit jadi setelah efek tone up gaperlu takut whitecast (kalau kalian blend dgn benar). Dan,,, gaperlu khawatir karena dia ini enak diajak travel karena emang package yg slim gitu lah jadi enak disempil-sempilin dan kabar baiknya dia gabikin wajah aku tambah minyakan. Peace:'D"
Blueberry Watery Sun Cream SPF 45 PA+++,Innisfree,Sun Care,sunscreen,4.8,"Kandungannya sangat melembapkan, wanginya blueberry banget namun tidak berlebihan, teksturnya cair dan mudah menyerap, hasil akhir bagus dan bikin kulit keliatan glowing!"
Banila Co Hello Sunny Hydrating Sun Essence SPF50+ PA++++,banila co.,Sun Care,sunscreen,4.8,"Suka banget sama sunscreen ini, karena ga ada white cast dan melembapkan saat dipakai. Ga berminyak saat setelah diaplikasikan di kulit saya yang kombinasi ini. Meskipun produk ini berwarna ungu saat dikeluarkan, tapi di muka dia blend dengan sempurna. Love it!"
Atmosphere Airy Light UV Emulsion,SK-II,Sun Care,sunscreen,4.4,"biasanya sunscreen itu lengket juga waktu dipakai diwajah jadinya abu abu, ini satu satunya yang engga! ini gampang banget blend nya juga habis pakai kulit rasanya lebih glowing juga ringan waktu dibawa keluar, ini juga gabikin kulit berminyak!"
Artemisia Daily Sunscreen SPF 50 PA ++++,The Aubree,Sun Care,sunscreen,4.8,"Baru nemu sunscreen yg teksturnya kaya gini suka bangett jadi dia itu ringan, ga ada whitecast, ga lengket terus finishnya itu kaya yang udah pake bedak (jadi lebih cerah). Pasti repurchase sih!!"
Aqua Essence Sun Shield Serum Spf 50 Pa+++,Azarine,Sun Care,sunscreen,4.5,"Pernah pake ini di kulit aku yg oily, ternyata aku salah pilih, harusnya yang satunya. Karena dia teksturnya cream, jadi super berminyak banget kalo dipake di skintype oily."
All Around Safe Block Daily Sun SPF50+/PA++++,Missha,Sun Care,sunscreen,4.2,"sunscreen ini masuk kategori hybrid sunscreen, dengan titanium dioxide sebagai inorganic uv filternya yang sekaligus memberikan efek whitecast :( Lumayan lama menyerap dan whitecastnya parah di kulitku yang punya medium skintone (aku pake dosis susncreen 2mg/cm^2). Akhirnya aku pake buat sunscreen leher dan tangan wkwk"
All Around Aqua Sun Gel SPF50+/PA++++,Missha,Sun Care,sunscreen,4.7,"aku punya ini yang versi line friends. one of the best sunscreen ever. ga lengket, ga ada white cast, dan buat glowy. walau ga sweat proof at least ga buat gatel dan mata juga ga berair klo pake ini. recommend? yes. repurchase? maybe soalnya jarang pake sunscreen other holy grails masih byk sisanya ??"
AcneAct Acne Sun Friendly SPF30/PA+++,Erha,Sun Care,sunscreen,4.3,"bagus banget, tapi agak lama sih meresapnya. tidak ada wanginya mudah dibawa kemana- manaa, cocok sih buat di kulit aku yang sensitive , membuat wajah aku menjadi cerah"
5a Control Mattifying Sun Lotion,Dr. Ceuracle,Sun Care,sunscreen,4.6,"Akhirnya setelah pakai ss ini 3 kali dengan berat hati aku harus menghibahkannya ke orang rumah alias aku ga cocok pake ini :( Alasannya karena ketika pakai ss ini, muka ku malah gatel gitu, terus muncul bentol bentol kayak digigit nyamuk. Mungkin aku alergi sama salah satu ingridients yang ada di ss ini. Soalnya pas kakak ku yang pake malah gapapa. Untuk teksture nya sendiri, ss ini cair bgt jadi harus dikocok dulu sebelum pemakaian. Di aku ss whitecast nya ngga bgt, bikin muka aku yang medium-tan ini keliatan abu abu. Aku juga ngga terlalu suka sama aromanya, kenceng bgt, jadi ngerasa kurang nyaman :("
YSB Shield of Sun Essence SPF 50 PA++++,Avoskin,Sun Care,sunscreen,4.5,"Buat yg suka coba2 sunscreen sok di coba ss yg satu ini. Texturnya cream cair gitu gampang d bland juga cepet nyerep juga. Lembabnya b aj, nga lengket juga. Cmn emng berasa pake sesuatu d muka, tpi lama2 sesuatu itu ilang."
White Expert CC Cream SPF24PA++,Safi,Sun Care,sunscreen,4.3,"Buat yang pengen tampilannya agak lebih formal dan nutupin beberapa spot di wajah tapi ga tebel kaya foundation, boleh cobain pake CC Cream, ini salah satu CC Cream yang pernah aku cobain dan finishnya lumayan bisa nutupin ko dan ringan juga"
Weightless Sunscreen SPF 50 PA ++++ [New Formula],For Skins Sake,Sun Care,sunscreen,4.6,"Secara texture sunscreen ini lebih lightweight daripada sunscreen yg sebelumnya. Finishnya nggak terlalu dewy kayak suncreen sebelumnya. Formulanya buat aku lebih nyaman yg terbaru ini. Enaknya ada trial size jadi bisa nyoba mana yg lebih nyaman dikulit aku antara weightless atau velvet sunscreen. Dan walaupun sunscreen ini ditunjukkan untuk dry skin, aku sabagai pemilik oily skin merasa sunscreen ini dgn formula terbarunya masih ttp aman untuk dipakai oily skin."
Vita Fresh Gel Sunscreen,The Yeon,Sun Care,sunscreen,5,"Firs time trying it and i think im in Love wiht the product, itsnt greasy at all and suit my skin really well . Will repurchase again next time .????????"
Velvet Sunscreen SPF 50 PA ++++,For Skins Sake,Sun Care,sunscreen,4.6,"Sunscreen ini liquidy warna biru, unik bgt! Ada kandungan guaiazulene, pas diapply ringan dan ada sedikit greasy tapi pas ngeset velvety dan agak powdery finishnya. Chemical sunscreen SPF dan PAnta termasuk yang paling tinggi. Ga bikin breakout di aku dan bagus buat jadi base makeup. Overall no complaint selain harganya yang pricey pake banget banget?"
Uva/Uvb Defense Spf 50,Cetaphil,Sun Care,sunscreen,4.3,Ini aku gunain hampir setiap hari kalau akan bepergian keluar rumah terutaman siang hari karena dia mengandung spf 50. Teksturnya tidak terlalu kental dan mudah meresap jadi aku sangat suka.
UV Whitening Milk,Skin Aqua,Sun Care,sunscreen,4.5,"sunscreen ini water based jadi tuh ringan banget, sekali diolesin ke muka langsung meresap dikulit dan ga perlu nunggu hitungan menit buat di templokin bedak dan btw ini enak banget buat alas bedak. gaharus pake pelembab dulu kalo ini karna sunscreen ini jadi satu sama pelembab"
UV Watery Sun Cream,Moriganic,Sun Care,sunscreen,4.7,"Bener bener juaraaaa. sudah pakai berbagai  macam sunscreen, cuma sunscreen moroganic ini yang bisa nahan kekusaman, dan ada efek glowingnya tapi ga overr"
UV Sunscreen SPF 50+ - Krim Pelindung Wajah,Breylee,Sun Care,sunscreen,4.2,"Beli ini karna lagi diskon. Setelah dicoba ternyata ada efek brighteningnya, mudah banget di blend dan cepat menyerap di kulit. Bikin makeup awet juga"
UV Shield Tank Sunscreen Gel SPF 50++ PA++++,Whitelab,Sun Care,sunscreen,4.6,"Sunscreen paling worth it selama yg pernah aku coba! Tekstur gel agak padet, tapi tetep ringan. Pas dipake pertama ada rasa cekit cekit sedikit. Diblend mudah banget, cuma butuh bentar buat meresap. Aku rasa dia nggak ada white cast.
Setelah diblend, muka terasa plumply glowing. Notice banget setelah pake sebulanan, muka terasa cerah banget! Bener bener kayak cerah, berseri, sehat. Non-comedogenic dan ngga bikin oily.
Dipakein make up setelahnya juga oke.
Sayangnya size-nya terlalu kecil menurutku, jadi cepet abis. Plis dong bikin yg gedean!"
UV Shield Essential Sunscreen Gel SPF 30,Wardah,Sun Care,sunscreen,4.6,"my first sunscreen. dan belom pernah coba yg lain sih hehehe. dulu selalu pake yg kemasan lama. setelah ada kemasan baru, selalu pake yg ini. sampe lupa udah habis brapa tube, 5 lebih mungkin yaaa. sunscreen nya gampang nyerap sih kalo di aku. dan jadi lumayan mencerahkan gitu. di aku gaada efek negatif yaa, ga breakout juga. cocok bgtt di kulitku! so happyyy."
UV Shield Aqua Fresh Essence SPF 50,Wardah,Sun Care,sunscreen,4.5,"unexpected banget sih sama tekstur nya dengan spf sebesar ini tapi masih cukup light feel pas di aplikasiin walaupun memang ga seringan day cream yang spf nya lebih rendah. udah pake lebih dari 2 bulan alhamdulillah gada keluhan apa2, jalan ninja banget kalo lagi mager mekap tinggal pake ini doang karna rasanya kayak gapake apa2! buat packaging nya menurut aku minus di lubangnya aja sih agak kedean gitu jadi kadang suka luber pas pertama buka apalagi pas awal2 produknya masih penuh."
UV Shield Active Protection Serum SPF 50,Wardah,Sun Care,sunscreen,4.5,"Masalah utamaku sama sunscreen ini adalah WHITE CAST! Hahahaha. Awalnya aku beli ini karena pengen ganti sunscreen dari Biore UV Aqua Rich yang udah kupakai dari tahun 2016. Sekali-sekali pengen beli merek lokal, jadi aku beli ini mumpung harganya juga dibawah 100k, lumayan kan toh juga baru nyoba-nyoba. Review orang lain penuh mixed opinion, ada yang bilang no white cast, ada juga yang bilang ada white cast dikit tapi langsung ilang once the product has been properly and evenly spread on the face. Begitu produknya sampai aku langsung coba dan white cast banget dong hahaha... Terlebih lagi karena aku ikutin two-finger rule kalau pake sunscreen, jadi sekali pakai memang banyak dan white castnya lebih keliatan. Memang sih lama2 white castnya pudar, tapi kalau banyak sunscreen di luar sana yang bisa melindungi wajah saya tanpa white cast, kenapa harus beli yang ada white castnya? (To be fair, Wardahnya sendiri memang tidak pernah menjanjikan no white cast sih untuk produk ini. Jadi ya, lesson learned, manage your expectations aja.)

Mengesampingkan masalah white cast, sunscreen ini enak dipakai kok. I have dry skin and this sunscreen feels very hydrating. Dia juga nggak ada fragrance ataupun alkohol jadi super aman bagi teman-teman yang kulitnya sensitif. 

Pro's of this sunscreen: No fragrance ataupun alcohol jadi aman untuk sensitive skin. This is also supposedly waterproof jadi bisa dipakai untuk berenang (belum nyoba sih tapi).
Cons: White cast! Dan teksturnya cair banget jadi gampang keluar dari botolnya dan rawan tumpah.
Would I repurchase this product? No hehe karena masalah white cast tadi."
